Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,iSet,iDrift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38516.52103,10.38,-78.9,7.58,-139.8,11.59,127,,-0.62,83.7,0.608,266.7,,,,26.06,-6.3,,,,,,,,,,,,,,,,,,,,,39.375702,-0.276778,267.7,9.8
38516.52105,10.458,-81.9,7.56,-142.2,12.18,125.8,,-0.57,86.6,0.613,268.1,,,,26.09,-5.1,,,,,,,,,,,,,,,,,,,,,39.375694,-0.276836,267,9.9
38516.52106,10.598,-85.7,7.67,-142.8,12.63,126.2,,-0.47,86.6,0.613,269,,,,26.09,-6,,,,,,,,,,,,,,,,,,,,,39.37569,-0.276894,267.3,10
38516.52107,10.929,-87.7,7.94,-143,13.39,126.2,,-0.53,88.4,0.611,269.5,,,,26.09,-5.4,,,,,,,,,,,,,,,,,,,,,39.37569,-0.276956,268.3,10.1
38516.52108,11.084,-88.2,7.96,-143.3,13.44,125.7,,-0.63,88.4,0.611,269.8,,,,26.15,-9.5,,,,,,,,,,,,,,,,,,,,,39.375687,-0.277017,269.4,10.4
38516.52109,11.241,-88.3,7.65,-145.1,13.41,125.4,,-0.76,84.6,0.607,270.8,,,,26.15,-10.1,,,,,,,,,,,,,,,,,,,,,39.37569,-0.277083,270.4,10.6
38516.52111,11.321,-89,7.61,-145.5,13.63,125.7,,-0.56,84.6,0.607,271.8,,,,26.18,-8.6,,,,,,,,,,,,,,,,,,,,,39.37569,-0.27715,270.2,10.8
38516.52112,11.424,-91.3,7.62,-146.5,13.86,125.9,,-0.49,85.6,0.606,273.1,,,,26.18,-5.5,,,,,,,,,,,,,,,,,,,,,39.37569,-0.277217,270.2,11
38516.52113,11.524,-91.6,7.59,-146.9,14.05,126,,-0.29,85.6,0.606,273,,,,26.15,-5.5,,,,,,,,,,,,,,,,,,,,,39.37569,-0.277281,270.7,11.1
38516.52114,11.479,-91.6,7.96,-146.1,14.15,126.6,,-0.35,86.6,0.613,271.8,,,,26.15,-5.6,,,,,,,,,,,,,,,,,,,,,39.375698,-0.27735,272.6,11.1
38516.52115,11.537,-90.1,8.05,-145.1,14.04,126.6,,-0.44,86.6,0.613,270.7,,,,26.15,-6.9,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277414,273.7,11.1
38516.52116,11.53,-87.6,7.95,-144.9,13.65,126.9,,-0.41,84.5,0.599,270.5,,,,26.03,-5.8,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277481,273.3,11
38516.52118,11.493,-86.6,8.13,-143.6,13.65,127.5,,-0.39,84.5,0.599,270.3,,,,26.03,-3.8,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277544,272.5,10.9
38516.52119,11.507,-84.6,7.95,-143.4,13.22,127.4,,-0.34,85.3,0.583,270.1,,,,26.06,-4.6,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277611,271.9,10.9
38516.5212,11.434,-82,7.78,-143.4,12.89,127.2,,-0.39,85.3,0.583,269.8,,,,26.12,-5.7,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277675,272.2,10.9
38516.52121,11.373,-81.8,7.91,-141.7,13.2,128.3,,-0.33,83.3,0.578,269,,,,26.12,-5.6,,,,,,,,,,,,,,,,,,,,,39.375702,-0.277742,272.2,10.9
38516.52122,11.369,-85.6,8.57,-141.4,13.72,128.5,,-0.49,83.3,0.578,269.4,,,,26.09,-5.4,,,,,,,,,,,,,,,,,,,,,39.375698,-0.277869,271.4,10.9
38516.52124,11.339,-86.4,8.64,-141.6,13.79,128.9,,-0.54,82.4,0.587,270.4,,,,26.09,-5.8,,,,,,,,,,,,,,,,,,,,,39.375698,-0.277936,270.3,10.9
38516.52125,11.413,-86.8,8.63,-141.5,13.95,129.1,,-0.5,82.4,0.587,270.9,,,,26.15,-6.7,,,,,,,,,,,,,,,,,,,,,39.375698,-0.278003,270.1,11
38516.52126,11.425,-88.7,8.47,-142.8,14.06,128.9,,-0.46,80.1,0.567,272.2,,,,26.21,-4.8,,,,,,,,,,,,,,,,,,,,,39.375698,-0.278069,270.1,11
38516.52127,11.383,-89.7,8.42,-143.3,14.19,128.9,,-0.36,80.1,0.567,272.9,,,,26.18,-5.6,,,,,,,,,,,,,,,,,,,,,39.375702,-0.278136,271.3,11
38516.52128,11.29,-91.6,8.26,-144.2,14.19,128.7,,-0.33,76.9,0.566,273.5,,,,26.3,-3.9,,,,,,,,,,,,,,,,,,,,,39.37571,-0.2782,271.3,11
38516.5213,11.022,-92.9,8.22,-144.2,14.18,128.9,,-0.22,76.9,0.566,273.2,,,,26.3,-3.7,,,,,,,,,,,,,,,,,,,,,39.375721,-0.278267,274.3,10.7
38516.52131,10.83,-93.4,8.54,-143.4,14.19,129.5,,-0.25,72.3,0.556,272,,,,26.3,-4,,,,,,,,,,,,,,,,,,,,,39.375721,-0.278322,274.3,10.5
38516.52132,10.49,-93.9,8.48,-142.6,13.94,129.5,,-0.36,72.3,0.556,271.2,,,,26.27,-4.5,,,,,,,,,,,,,,,,,,,,,39.375729,-0.278383,276,10.5
38516.52133,10.421,-94.1,8.58,-142.3,14.03,129.3,,-0.31,70.4,0.562,270.5,,,,26.27,-3.6,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278439,276,10.2
38516.52134,10.369,-95.9,8.88,-142,14.35,129,,-0.29,70.4,0.562,270,,,,26.27,-2,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278494,276,10.2
38516.52135,10.26,-96.7,9.01,-141.8,14.46,128.7,,-0.4,67.9,0.581,269.5,,,,26.21,-3,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278553,274.2,9.8
38516.52137,10.096,-97.5,9.15,-141.4,14.5,128.5,,-0.46,67.9,0.581,268.6,,,,26.24,-4.7,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278608,274.2,9.8
38516.52138,10.155,-97.5,9.27,-140.3,14.7,128.5,,-0.47,69.8,0.573,267.3,,,,26.21,-5.9,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278664,273.7,9.7
38516.52139,10.162,-97.8,9.68,-139.9,14.92,128,,-0.71,69.8,0.573,266.9,,,,26.15,-5,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278719,271.9,9.7
38516.5214,10.22,-96.7,9.25,-141.8,14.18,127.1,,-0.74,68.2,0.588,268.9,,,,26.15,-7.9,,,,,,,,,,,,,,,,,,,,,39.375729,-0.278778,271.9,9.7
38516.52141,10.443,-95.8,8.36,-142.9,14.1,126.8,,-0.38,68.2,0.588,271.1,,,,26.33,-5.5,,,,,,,,,,,,,,,,,,,,,39.375725,-0.278839,269.2,9.9
38516.52142,10.572,-98.7,8.11,-145.5,14.28,126.5,,-0.25,71,0.577,273.3,,,,26.33,-2.5,,,,,,,,,,,,,,,,,,,,,39.375725,-0.2789,269.2,9.9
38516.52144,10.553,-101.8,7.98,-147.9,14.46,125.5,,-0.17,71,0.577,274.2,,,,26.33,-2.2,,,,,,,,,,,,,,,,,,,,,39.375732,-0.278961,270.6,10.1
38516.52145,10.512,-102.6,7.68,-148.3,14.32,125.4,,-0.24,73.3,0.552,274.4,,,,26.33,-3.8,,,,,,,,,,,,,,,,,,,,,39.375736,-0.279025,272.8,10.2
38516.52146,10.459,-103.5,7.65,-149.3,14.52,124.6,,-0.48,73.3,0.552,274.2,,,,26.33,-4.4,,,,,,,,,,,,,,,,,,,,,39.375744,-0.279083,272.8,10.2
38516.52147,10.388,-106.7,7.63,-149.6,14.57,124.2,,-0.45,70.8,0.544,274.2,,,,26.33,-5.5,,,,,,,,,,,,,,,,,,,,,39.375748,-0.279144,276,10.2
38516.52148,10.559,-107.3,7.74,-150.3,14.83,123.9,,-0.4,70.8,0.544,273.6,,,,26.36,-7.3,,,,,,,,,,,,,,,,,,,,,39.375755,-0.279203,276,10.2
38516.5215,10.529,-107,7.89,-149.7,15.05,124.1,,-0.52,68.6,0.545,273.2,,,,26.36,-5.3,,,,,,,,,,,,,,,,,,,,,39.375759,-0.279264,277.2,10.2
38516.52151,10.586,-107,7.94,-149.8,14.96,124.7,,-0.48,68.6,0.545,273.8,,,,26.36,-4.9,,,,,,,,,,,,,,,,,,,,,39.375763,-0.279325,275.9,10.1
38516.52152,10.721,-106.1,8.01,-148.9,15.06,125.7,,-0.29,65.7,0.557,274.5,,,,26.3,-3.4,,,,,,,,,,,,,,,,,,,,,39.375767,-0.279383,275.9,10.1
38516.52153,10.854,-104,8.14,-148.4,15,126.4,,-0.3,65.7,0.557,274.5,,,,26.27,-3.6,,,,,,,,,,,,,,,,,,,,,39.375771,-0.279444,275.7,10.2
38516.52154,11.268,-100.1,7.86,-148.6,14.78,126.1,,-0.27,64.2,0.573,274.4,,,,26.24,-5.7,,,,,,,,,,,,,,,,,,,,,39.375771,-0.279506,275.7,10.2
38516.52156,11.885,-98,8.15,-147.4,15.27,126.7,,-0.34,64.2,0.573,273.6,,,,26.27,-4.8,,,,,,,,,,,,,,,,,,,,,39.375778,-0.279569,276.7,10.5
38516.52157,12.024,-95.7,8.37,-147.2,15.26,127.2,,-0.47,66.8,0.603,274,,,,26.27,-5.5,,,,,,,,,,,,,,,,,,,,,39.375782,-0.279633,276.7,10.5
38516.52158,12.08,-94.9,8.16,-147.4,15.11,127.8,,-0.43,66.8,0.603,275.2,,,,26.27,-7,,,,,,,,,,,,,,,,,,,,,39.375782,-0.279703,274.8,11.1
38516.52159,12.311,-94.6,8.3,-147.3,15.39,128.6,,-0.39,70.2,0.613,276.5,,,,26.52,-4.5,,,,,,,,,,,,,,,,,,,,,39.375786,-0.279769,274,11.4
38516.5216,12.846,-95.1,8.15,-148.4,15.63,128.9,,-0.26,70.2,0.613,278.3,,,,26.49,-3,,,,,,,,,,,,,,,,,,,,,39.37579,-0.279844,274,11.4
38516.52161,12.884,-92.8,8.16,-148.6,15.52,129.4,,-0.38,72,0.606,278.1,,,,26.49,-8.1,,,,,,,,,,,,,,,,,,,,,39.375801,-0.279914,276,11.8
38516.52163,12.842,-92,8.02,-148.9,15.22,129.2,,-0.41,69.6,0.624,278.2,,,,26.49,-6.6,,,,,,,,,,,,,,,,,,,,,39.375813,-0.279983,277.4,11.9
38516.52164,12.683,-91.1,7.76,-149.1,14.99,129.5,,-0.36,69.6,0.624,278.3,,,,26.58,-6,,,,,,,,,,,,,,,,,,,,,39.37582,-0.280056,277.8,12
38516.52165,12.608,-91.4,7.84,-148.4,15.01,129.6,,-0.34,69.9,0.631,277.9,,,,26.58,-5.6,,,,,,,,,,,,,,,,,,,,,39.375832,-0.280131,278.6,12
38516.52166,12.199,-93.1,7.62,-149.6,14.78,129.2,,-0.32,69.9,0.631,278.9,,,,26.67,-3,,,,,,,,,,,,,,,,,,,,,39.375843,-0.280203,279,11.9
38516.52167,11.948,-97.2,7.36,-150.2,14.81,128.9,,-0.14,68.5,0.646,279.7,,,,26.73,-1,,,,,,,,,,,,,,,,,,,,,39.375851,-0.280267,278.7,11.7
38516.52169,11.192,-99.1,7.29,-150.6,14.6,128.6,,0.14,68.5,0.646,279.3,,,,26.73,-0.7,,,,,,,,,,,,,,,,,,,,,39.375858,-0.280333,279.8,11.4
38516.5217,10.504,-104,7.45,-150.3,14.43,128.2,,0.15,65.8,0.651,277.2,,,,26.76,-0.5,,,,,,,,,,,,,,,,,,,,,39.37587,-0.280392,282.2,11
38516.52171,9.782,-108.7,7.65,-149.3,14.21,127.5,,-0.23,65.8,0.651,275.8,,,,26.76,-1.4,,,,,,,,,,,,,,,,,,,,,39.375885,-0.28045,284.4,10.6
38516.52172,9.557,-109.1,7.52,-149.8,13.93,126.6,,-0.34,61.6,0.667,275.5,,,,26.76,-1.6,,,,,,,,,,,,,,,,,,,,,39.3759,-0.280558,284.5,10.2
38516.52173,9.499,-110.5,7.53,-149.9,14.05,126.1,,-0.27,61.6,0.667,274.9,,,,26.49,-2.6,,,,,,,,,,,,,,,,,,,,,39.3759,-0.280558,283.5,9.7
38516.52175,9.4,-110.8,7.69,-148.8,14.28,126,,-0.37,59.4,0.682,273.4,,,,26.33,-3.3,,,,,,,,,,,,,,,,,,,,,39.375904,-0.280611,283.4,9.4
38516.52176,9.364,-110.1,8.2,-147.9,14.47,126.1,,-0.53,59.4,0.682,271.8,,,,26.06,-5.5,,,,,,,,,,,,,,,,,,,,,39.375923,-0.280719,283.7,9.1
38516.52177,9.43,-107.6,8.72,-145.9,14.65,126.8,,-0.79,54.6,0.703,270.6,,,,25.42,-6.9,,,,,,,,,,,,,,,,,,,,,39.375931,-0.280775,283,8.9
38516.52178,10.801,-102,8.69,-145.1,14.87,127,,-0.72,54.6,0.703,270.1,,,,23.62,-8.8,,,,,,,,,,,,,,,,,,,,,39.375931,-0.280775,280.9,8.9
38516.52179,11.084,-97,8.71,-144.6,14.89,127.3,,-0.81,55.8,0.741,270.8,,,,23.62,-9.5,,,,,,,,,,,,,,,,,,,,,39.375931,-0.280828,277.8,9
38516.5218,11.266,-95.9,8.65,-144.5,14.75,128.6,,-0.63,55.8,0.741,273.1,,,,23.41,-8.1,,,,,,,,,,,,,,,,,,,,,39.375931,-0.280953,273.8,9.3
38516.52182,11.812,-92.3,8.54,-144.8,14.8,129.6,,-0.5,58,0.748,274.9,,,,23.16,-5.7,,,,,,,,,,,,,,,,,,,,,39.375927,-0.281019,270.1,9.9
38516.52183,12.513,-90.3,8.54,-144.9,14.98,130.4,,-0.32,58,0.748,275.9,,,,23.04,-5.5,,,,,,,,,,,,,,,,,,,,,39.375927,-0.281092,270.1,10.6
38516.52184,12.797,-87.3,8.57,-145.1,15.07,130.5,,-0.37,61.9,0.736,276.8,,,,23.04,-5.5,,,,,,,,,,,,,,,,,,,,,39.375927,-0.281092,271.4,11.3
38516.52185,12.933,-86.2,8.13,-146.7,14.82,130.2,,-0.32,61.9,0.736,277.5,,,,23.07,-6.8,,,,,,,,,,,,,,,,,,,,,39.375938,-0.281239,272.3,11.8
38516.52186,12.989,-86.2,8.18,-146.8,14.88,130.3,,-0.33,62.6,0.731,277.3,,,,22.86,-8.1,,,,,,,,,,,,,,,,,,,,,39.375946,-0.281314,274.1,12.2
38516.52188,12.985,-86.6,7.98,-147.4,14.83,129.9,,-0.34,62.6,0.731,277.8,,,,22.74,-4.2,,,,,,,,,,,,,,,,,,,,,39.375946,-0.281314,275.6,12.4
38516.52189,12.667,-87.4,7.76,-147.5,14.57,129,,-0.35,62.6,0.731,275.5,,,,22.49,-7.1,,,,,,,,,,,,,,,,,,,,,39.375965,-0.281461,278.4,12.4
38516.5219,12.327,-88.6,8.17,-146.5,14.64,128.7,,-0.45,62.6,0.731,273.2,,,,22.4,-7.5,,,,,,,,,,,,,,,,,,,,,39.375973,-0.281531,280.3,12.3
38516.52191,11.998,-89.1,8.27,-145.4,14.51,128.2,,-0.57,60.3,0.739,272,,,,22.4,-7.3,,,,,,,,,,,,,,,,,,,,,39.375977,-0.2816,279.9,12
38516.52192,11.771,-90.5,8.31,-145.2,14.52,128,,-0.55,60.3,0.739,271.7,,,,21.37,-7.2,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281667,278.4,11.6
38516.52194,11.634,-91.1,8.58,-144.7,14.82,127.9,,-0.56,60,0.732,271.4,,,,21.37,-7.2,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281731,276.9,11.3
38516.52195,11.417,-93.9,8.47,-144.9,14.68,127.5,,-0.51,60,0.732,271.5,,,,21.3,-6.2,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281794,275.1,11.1
38516.52196,11.423,-94.7,8.7,-144.6,14.94,127.5,,-0.47,60.9,0.752,270.9,,,,21.46,-7.3,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281856,274.8,10.9
38516.52197,11.437,-95.8,8.84,-144.6,15.16,127.4,,-0.55,60.9,0.752,271.3,,,,20.91,-5.9,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281919,273.8,10.8
38516.52198,11.362,-97.4,8.73,-145,15.17,127.1,,-0.52,63.1,0.763,272.4,,,,20.76,-2.4,,,,,,,,,,,,,,,,,,,,,39.375977,-0.281983,272.2,10.8
38516.52199,11.87,-97.1,8.45,-146.3,15.13,126.5,,-0.27,63.1,0.763,272.7,,,,20.76,-5,,,,,,,,,,,,,,,,,,,,,39.37598,-0.282047,272,10.9
38516.52201,12.018,-94.5,8.49,-146.3,15.16,126.3,,-0.31,67.5,0.769,271.7,,,,20.76,-5.9,,,,,,,,,,,,,,,,,,,,,39.375988,-0.282114,273.4,11
38516.52202,12.183,-92.5,8.57,-145.7,15.22,126.2,,-0.38,67.5,0.769,271.2,,,,20.79,-3.2,,,,,,,,,,,,,,,,,,,,,39.375988,-0.282181,273.9,11.2
38516.52203,12.226,-90.9,8.44,-145.5,14.87,125.8,,-0.42,67.5,0.769,270.3,,,,20.76,-6.2,,,,,,,,,,,,,,,,,,,,,39.375988,-0.28225,273.2,11.3
38516.52204,12.258,-88.9,8.41,-145.1,14.69,125.6,,-0.48,67.5,0.769,269.9,,,,21,-7.5,,,,,,,,,,,,,,,,,,,,,39.375984,-0.282319,273,11.4
38516.52205,12.232,-87.8,8.17,-145.8,14.34,125.3,,-0.5,69.8,0.739,270.7,,,,21,-6.6,,,,,,,,,,,,,,,,,,,,,39.375984,-0.282389,271.7,11.6
38516.52207,12.226,-87.5,7.89,-146.2,14.25,125.5,,-0.41,69.8,0.739,272.2,,,,20.94,-3.1,,,,,,,,,,,,,,,,,,,,,39.375977,-0.282458,270.4,11.7
38516.52208,12.274,-87.9,7.88,-147,14.48,125.5,,-0.15,71.5,0.739,272.9,,,,20.94,-3.7,,,,,,,,,,,,,,,,,,,,,39.375977,-0.282531,270.5,11.7
38516.52209,12.212,-91,7.98,-147.1,14.72,125.5,,-0.13,71.5,0.739,273,,,,20.88,-1,,,,,,,,,,,,,,,,,,,,,39.375984,-0.2826,271.8,11.8
38516.5221,12.059,-93.1,7.99,-147.5,14.84,125,,-0.12,70.9,0.717,272.1,,,,20.85,-3.3,,,,,,,,,,,,,,,,,,,,,39.375992,-0.282675,273.4,11.7
38516.52211,11.865,-94.5,8.13,-147.1,15.05,124.8,,-0.25,70.9,0.717,271.3,,,,20.94,-4.1,,,,,,,,,,,,,,,,,,,,,39.375999,-0.282744,274.6,11.5
38516.52213,11.588,-96.4,8.16,-146.9,14.87,124.5,,-0.36,66,0.727,270.9,,,,21,-2.9,,,,,,,,,,,,,,,,,,,,,39.376003,-0.282875,274.5,11.3
38516.52214,11.536,-94.7,8.04,-146.6,14.54,124.6,,-0.36,66.5,0.741,270.5,,,,20.97,-5.4,,,,,,,,,,,,,,,,,,,,,39.376007,-0.282936,274,11.1
38516.52215,11.487,-93.2,7.95,-146.5,14.3,124.5,,-0.37,66.5,0.741,270,,,,20.6,-5.5,,,,,,,,,,,,,,,,,,,,,39.376007,-0.282936,274.2,10.9
38516.52216,11.402,-92.6,7.96,-145.7,14.29,124.7,,-0.41,68.6,0.754,269.4,,,,20.6,-6.8,,,,,,,,,,,,,,,,,,,,,39.376007,-0.283,273.8,10.8
38516.52217,11.284,-93.2,8.26,-145.2,14.38,125.1,,-0.44,68.6,0.754,269.1,,,,20.48,-3.7,,,,,,,,,,,,,,,,,,,,,39.376003,-0.283128,272.2,10.7
38516.52218,11.231,-91.8,8.29,-144.5,14.17,125.4,,-0.49,70,0.746,268.7,,,,20.36,-8.2,,,,,,,,,,,,,,,,,,,,,39.376003,-0.283192,272.2,10.7
38516.5222,11.287,-91.7,8.42,-144,14.12,125.9,,-0.62,70,0.746,268.7,,,,20.85,-7.3,,,,,,,,,,,,,,,,,,,,,39.375999,-0.283253,272,10.6
38516.52221,11.276,-90,8.15,-143.9,13.88,125.9,,-0.62,71.4,0.764,270.1,,,,20.85,-5.4,,,,,,,,,,,,,,,,,,,,,39.375996,-0.283319,271,10.6
38516.52222,11.303,-90.3,7.83,-145.6,13.63,125.8,,-0.33,71.4,0.764,271.7,,,,20.85,-4.1,,,,,,,,,,,,,,,,,,,,,39.375996,-0.283383,269.4,10.6
38516.52223,11.383,-89.5,7.79,-145.5,13.72,126.3,,-0.28,72.4,0.743,271.9,,,,20.76,-4.7,,,,,,,,,,,,,,,,,,,,,39.375996,-0.28345,269.9,10.7
38516.52224,11.398,-87.2,7.8,-144.4,13.54,127.6,,-0.38,72.4,0.743,272.2,,,,20.69,-5.3,,,,,,,,,,,,,,,,,,,,,39.375992,-0.283511,269.9,10.7
38516.52226,11.383,-86.2,7.68,-144.8,13.18,128.1,,-0.38,74.3,0.719,273.6,,,,20.6,-4.2,,,,,,,,,,,,,,,,,,,,,39.375992,-0.283575,270.6,10.7
38516.52227,11.469,-85.4,7.31,-145.8,13.06,128.4,,-0.38,74.3,0.719,275.4,,,,19.9,-3.3,,,,,,,,,,,,,,,,,,,,,39.375996,-0.283642,270.5,10.7
38516.52228,11.554,-83.4,6.89,-147.7,12.66,128.2,,-0.13,74.7,0.702,276.8,,,,19.84,-3.8,,,,,,,,,,,,,,,,,,,,,39.375999,-0.283708,271.1,10.9
38516.52229,11.582,-82.6,6.97,-147.3,12.74,128.8,,-0.07,74.7,0.702,276,,,,19.9,-3.2,,,,,,,,,,,,,,,,,,,,,39.376007,-0.283772,273.3,11
38516.5223,11.44,-83,7.19,-145.4,12.82,129.3,,-0.28,71.6,0.714,273.7,,,,19.75,-4.8,,,,,,,,,,,,,,,,,,,,,39.376019,-0.283842,276.6,11
38516.52231,11.421,-83.9,7.58,-144.7,13.12,129.3,,-0.42,71.6,0.714,272.9,,,,19.75,-5.2,,,,,,,,,,,,,,,,,,,,,39.376019,-0.283908,278.3,11
38516.52233,11.402,-85.5,7.76,-144.3,13.29,129.4,,-0.59,70.5,0.678,273,,,,19.26,-5.1,,,,,,,,,,,,,,,,,,,,,39.376022,-0.283969,278.3,11
38516.52234,11.3,-86.6,7.73,-144.6,13.28,129,,-0.72,70.5,0.678,273.5,,,,19.02,-7.6,,,,,,,,,,,,,,,,,,,,,39.376026,-0.284033,276.8,10.9
38516.52235,11.237,-86.7,7.41,-145.5,13.11,128.8,,-0.66,73.3,0.682,274,,,,18.65,-9.5,,,,,,,,,,,,,,,,,,,,,39.37603,-0.2841,276,10.8
38516.52236,11.308,-86.9,7.47,-145.7,13.2,128.9,,-0.6,73.3,0.682,274.4,,,,18.65,-9.1,,,,,,,,,,,,,,,,,,,,,39.376034,-0.284167,275.9,10.8
38516.52237,11.509,-87.2,7.45,-146.1,13.4,129.1,,-0.55,72.9,0.668,275.4,,,,18.65,-6.5,,,,,,,,,,,,,,,,,,,,,39.376038,-0.284233,275.3,11
38516.52239,11.699,-88.4,7.55,-146.4,13.92,129.6,,-0.32,74.4,0.654,276,,,,19.05,-5.6,,,,,,,,,,,,,,,,,,,,,39.376041,-0.2843,275.7,11.1
38516.5224,11.611,-89,7.95,-145.6,13.98,130.3,,-0.38,74.4,0.654,274.8,,,,19.08,-6.8,,,,,,,,,,,,,,,,,,,,,39.376049,-0.284364,275.7,11.1
38516.52241,11.617,-89.2,8.2,-144.6,14.18,130.4,,-0.54,76.4,0.664,274.3,,,,19.08,-6.6,,,,,,,,,,,,,,,,,,,,,39.376057,-0.284431,278.2,11.1
38516.52242,11.509,-89.1,7.95,-145,13.81,129.8,,-0.5,76.4,0.664,274.6,,,,19.08,-5.2,,,,,,,,,,,,,,,,,,,,,39.376057,-0.284494,277.3,11.1
38516.52244,11.396,-89.4,7.72,-145.7,13.71,129.3,,-0.41,78.9,0.657,274.5,,,,19.08,-6.1,,,,,,,,,,,,,,,,,,,,,39.37606,-0.284561,277.2,11
38516.52245,11.34,-90.6,7.86,-145.5,13.96,128.6,,-0.45,78.9,0.657,273,,,,19.11,-7.2,,,,,,,,,,,,,,,,,,,,,39.376068,-0.284625,277.9,11
38516.52246,11.182,-91.2,7.95,-145,13.87,128.4,,-0.52,82.4,0.649,272.3,,,,19.11,-5.3,,,,,,,,,,,,,,,,,,,,,39.376072,-0.284692,278,10.9
38516.52247,11.128,-91.1,7.91,-145,13.7,128.1,,-0.46,82.4,0.649,271.8,,,,18.77,-3.9,,,,,,,,,,,,,,,,,,,,,39.376072,-0.284753,276.8,10.8
38516.52248,10.925,-90.3,8.09,-144,13.69,128.6,,-0.52,83.7,0.608,270.8,,,,18.2,-6.3,,,,,,,,,,,,,,,,,,,,,39.376076,-0.284817,276.5,10.7
38516.5225,10.882,-90.8,8.11,-143.4,13.65,128.1,,-0.63,83.7,0.608,270.4,,,,18.2,-5.6,,,,,,,,,,,,,,,,,,,,,39.37608,-0.284878,275.6,10.6
38516.52251,10.738,-91.2,7.89,-143.9,13.44,127.4,,-0.59,82.6,0.602,271,,,,17.86,-6.4,,,,,,,,,,,,,,,,,,,,,39.376076,-0.284939,274.3,10.5
38516.52252,10.684,-90.5,7.62,-144.7,13.19,127.2,,-0.47,82.6,0.602,271.3,,,,17.89,-5.9,,,,,,,,,,,,,,,,,,,,,39.376076,-0.285,273.8,10.4
38516.52253,10.481,-91.4,7.76,-143.4,13.3,127.7,,-0.39,77.8,0.604,270.2,,,,18.01,-6.3,,,,,,,,,,,,,,,,,,,,,39.37608,-0.285058,275,10.3
38516.52254,10.351,-92.4,8.38,-142.3,13.62,128.5,,-0.48,77.8,0.604,269.4,,,,18.17,-4.1,,,,,,,,,,,,,,,,,,,,,39.37608,-0.285117,275.8,10.1
38516.52255,10.215,-93.4,8.46,-141.7,13.6,128.4,,-0.58,76,0.609,268.8,,,,18.17,-5.5,,,,,,,,,,,,,,,,,,,,,39.37608,-0.285175,275,9.9
38516.52257,10.21,-92.3,8.67,-140.8,13.61,129.2,,-0.63,76,0.609,268.1,,,,17.68,-6.3,,,,,,,,,,,,,,,,,,,,,39.37608,-0.285233,274.3,9.8
38516.52258,10.241,-90.1,9.04,-138.9,13.65,130.4,,-0.74,75.8,0.601,267.9,,,,17.68,-6.9,,,,,,,,,,,,,,,,,,,,,39.37608,-0.285292,273,9.8
38516.52259,10.359,-89,8.85,-139,13.44,130.2,,-0.74,75.8,0.601,268.8,,,,17.86,-8.3,,,,,,,,,,,,,,,,,,,,,39.376076,-0.285411,270.1,10
38516.5226,10.373,-88.7,8.74,-139.4,13.41,130.3,,-0.64,79.6,0.592,269.1,,,,17.92,-8.1,,,,,,,,,,,,,,,,,,,,,39.376072,-0.285472,270.1,10
38516.52261,10.443,-88.7,8.74,-139.1,13.63,130.4,,-0.56,79.6,0.592,268.8,,,,17.92,-8.3,,,,,,,,,,,,,,,,,,,,,39.376072,-0.285472,270.2,10.2
38516.52262,10.47,-90.4,9.28,-138.8,14.07,130.4,,-0.56,78.4,0.587,268.2,,,,17.65,-6.5,,,,,,,,,,,,,,,,,,,,,39.376072,-0.285533,270.4,10.3
38516.52264,10.406,-91,9.36,-138.6,14.19,129.8,,-0.68,78.4,0.587,267.6,,,,17.65,-6.4,,,,,,,,,,,,,,,,,,,,,39.376068,-0.285594,270.2,10.2
38516.52265,10.451,-91.6,9.21,-139.1,14.13,128.8,,-0.69,78.3,0.579,267.4,,,,17.28,-7.8,,,,,,,,,,,,,,,,,,,,,39.376068,-0.285653,269.9,10.1
38516.52266,10.547,-92.5,8.88,-140.7,14.06,127.8,,-0.61,78.3,0.579,268.3,,,,17.37,-5.9,,,,,,,,,,,,,,,,,,,,,39.376068,-0.285714,269.7,10
38516.52267,10.757,-92.8,8.88,-141.6,14.41,128.2,,-0.48,77.9,0.564,269.4,,,,17.68,-8.1,,,,,,,,,,,,,,,,,,,,,39.376064,-0.285833,269.9,10
