Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38249.70357,3.78,-179,6.4,,9.6,,,,233,2.03,63,,,,2.01,-1.5,,,,,,,,,,,,13.55,,,,,,,,,37.8072,-122.443383,59.8,4.2
38249.70358,3.83,,,179.9,,241,,0.9,,,,,16,982,,,,-3,,,,,,,,,,,,,,,,,,,37.8072,-122.443333,,
38249.70359,3.9,177,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,37.8072,-122.443333,,
38249.7036,3.96,176,7.7,177.9,9.8,241,,0.8,233,1.95,63,,16,946,1.95,-1.6,,-3,,,,,,,,,,13.57,,,,,,,,,37.807217,-122.443317,60.8,4.3
38249.70361,3.94,174,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.807217,-122.443267,,
38249.70363,3.96,171,7.7,,9.9,,,,233,1.86,64,,,,2.01,-1.8,,,,,,,,,,,,13.57,,,,,,,,,37.807217,-122.443267,60.8,4.4
38249.70364,4,166,,173.8,,239,,0.8,,,65,,16,,,,,-4,,,,,,,,,,,,,,,,,,,37.807217,-122.443217,,
38249.70365,4.03,,,,,,,,233,1.78,66,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,37.807217,-122.443217,61.8,4.4
38249.70366,4.04,162,8.1,173.8,9.9,239,,0.8,,,,49.56,16,,2.04,,,-4,,,,,,,,,,13.57,,,,,,,,,,,,
38249.70367,4.08,161,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,37.807233,-122.443167,63.8,4.5
38249.70368,4.1,161,8.6,173.8,9.9,239,,0.8,234,1.71,67,26.78,16,,2.13,-1.5,,-2,,,,,,,,,,13.58,,,,,,,,,,,,
38249.7037,4.15,162,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,37.807233,-122.443117,,
38249.70371,4.21,,,,,,,,234,1.61,67,,,,2.19,-1.2,,,,,,,,,,,,13.59,,,,,,,,,37.807233,-122.443067,64.8,4.5
38249.70372,4.23,166,,168.8,11,236,,0.5,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.80725,-122.44305,,
38249.70373,4.29,171,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,37.80725,-122.443,,
38249.70374,4.3,172,7.8,175.5,11.1,239,,0.4,234,1.55,67,23,16,965,2.22,-0.9,,-1,,,,,,,,,,13.59,,,,,,,,,,,65.8,4.6
38249.70375,4.36,172,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,37.80725,-122.44295,,
38249.70377,4.35,,8.1,,,,,,234,1.49,66,,,,2.16,-0.6,,,,,,,,,,,,13.59,,,,,,,,,37.80725,-122.44295,65.8,4.6
38249.70378,4.4,172,,175.4,11.2,239,,0.2,,,,7,16,933,,,,0,,,,,,,,,,,,,,,,,,,37.80725,-122.442883,,
38249.70379,4.41,174,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.80725,-122.442883,,
38249.7038,4.41,177,7.8,177.2,11.2,240,,0.1,234,1.42,63,0.56,16,,2.22,-0.4,,0,,,,,,,,,,13.59,,,,,,,,,,,65.8,4.7
38249.70381,4.45,179,,,,,,,,,62,,,918,,,,,,,,,,,,,,,,,,,,,,,37.807267,-122.4428,,
38249.70382,4.44,,,,,,,,233,1.35,61,,,,,-0.3,,,,,,,,,,,,13.58,,,,,,,,,37.807267,-122.4428,64.8,4.7
38249.70384,4.45,-178,7.6,179.9,11.1,241,,0.1,,,61,,16,978,2.19,,,-1,,,,,,,,,,,,,,,,,,,37.807283,-122.442733,,
38249.70385,4.46,,7.3,,,,,,233,1.3,60,,,,2.19,-0.3,,,,,,,,,,,,13.58,,,,,,,,,37.807283,-122.442733,63.8,4.7
38249.70386,,-177,,-177.1,10.9,242,,0.1,,,,,16,942,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.70387,4.45,-177,,,,,,,232,1.25,59,,,,,-0.3,,,,,,,,,,,,13.59,,,,,,,,,37.8073,-122.442667,62.8,4.7
38249.70388,,-176,7.2,-176.1,10.7,242,,0.1,,,,21.83,16,913,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.70389,4.46,-176,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,37.807317,-122.442617,,
38249.7039,4.45,-176,7,-176.1,10.6,242,,0.1,232,1.19,59,6.22,16,,2.22,-0.3,,-2,,,,,,,,,,13.57,,,,,,,,,,,60.8,4.7
38249.70392,4.49,-176,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,37.807317,-122.442567,,
38249.70393,4.49,-176,7.5,,10.5,,,,232,1.15,59,,,,2.22,-0.3,,,,,,,,,,,,13.57,,,,,,,,,37.807317,-122.442567,60.8,4.7
38249.70394,4.49,,,-176.1,,242,,0.1,,,,-8.33,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.807333,-122.442517,,
38249.70395,4.46,-175,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,37.807333,-122.442517,,
38249.70396,4.44,-175,7.6,-176.1,10.6,242,,0.1,231,1.08,58,,16,,2.22,-0.3,,-2,,,,,,,,,,13.55,,,,,,,,,,,58.8,4.8
38249.70397,4.48,-175,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,37.807367,-122.442417,,
38249.70399,4.48,,7.6,,10.6,,,,231,1.03,58,,,,2.22,-0.3,,,,,,,,,,,,13.56,,,,,,,,,37.807367,-122.4424,58.8,4.8
38249.704,4.43,-176,,-177.1,,242,,0.1,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.807367,-122.4424,,
38249.70401,4.42,-177,,,,,,,231,0.97,58,,,,,-0.3,,,,,,,,,,,,13.57,,,,,,,,,37.807383,-122.44235,57.8,4.8
38249.70402,4.42,-178,7.5,-178.1,10.7,241,,0.1,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.70403,4.43,-179,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,37.8074,-122.4423,,
38249.70404,4.43,-180,8.3,-179.9,10.9,240,,0.1,231,0.92,58,21.17,16,,2.16,-0.5,,-3,,,,,,,,,,13.57,,,,,,,,,,,57.8,4.8
38249.70406,4.46,179,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,37.8074,-122.44225,,
38249.70407,4.49,-179,8.4,,11.1,,,,231,0.88,59,,,,2.13,-0.9,,,,,,,,,,,,13.58,,,,,,,,,37.8074,-122.44225,56.8,4.8
38249.70408,4.5,-180,,,,240,,0.3,,,60,,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.807417,-122.442183,,
38249.70409,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.807417,-122.442183,,
38249.7041,4.56,176,7.2,177.3,10.9,239,,0.5,232,0.83,60,30.11,16,,2.1,-1.3,,-4,,,,,,,,,,13.58,,,,,,,,,,,56.8,4.8
38249.70411,4.61,174,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,37.807433,-122.442133,,
38249.70413,4.65,,,,,,,,233,0.79,,,,,,-1.6,,,,,,,,,,,,,,,,,,,,,37.807433,-122.4421,57.8,4.8
38249.70414,4.67,173,7.4,174.5,10.9,237,,0.6,,,62,,16,,2.04,,,-3,,,,,,,,,,13.58,,,,,,,,,37.80745,-122.44205,,
38249.70415,4.72,170,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,37.80745,-122.442017,,
38249.70416,4.74,167,5.7,171.6,10.5,236,,0.6,235,0.76,64,,16,,1.95,-1.7,,-3,,,,,,,,,,13.58,,,,,,,,,,,58.8,4.9
38249.70417,4.8,159,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.807467,-122.441967,,
38249.70418,4.81,,4.3,,,,,,236,0.73,64,,,,1.89,-1.7,,,,,,,,,,,,13.59,,,,,,,,,37.807467,-122.441967,59.8,4.9
38249.70419,4.8,167,,174.6,9.6,237,,0.6,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.807467,-122.4419,,
38249.70421,4.81,175,,,,,,,237,0.69,65,,,,1.8,-1.8,,,,,,,,,,,,13.58,,,,,,,,,37.807467,-122.4419,61.8,5
38249.70422,,-167,3.6,-178.6,9.1,241,,0.6,,,,,16,967,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.70423,4.84,-163,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.807483,-122.4418,,
38249.70424,4.84,-161,3.8,-172.6,8.4,246,,0.6,,0.66,65,,16,1004,1.77,-1.8,,-2,,,,,,,,,,13.58,,,,,,,,,,,,
38249.70425,4.86,-161,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.807483,-122.441783,,
38249.70427,4.86,-160,4.4,-167.6,8.4,251,,0.6,239,0.62,65,44.5,16,962,1.77,-1.8,,-2,,,,,,,,,,13.57,,,,,,,,,37.807483,-122.441733,62.8,5.1
38249.70428,4.84,-154,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.8075,-122.441683,,
38249.70429,4.84,-156,4.1,-171.6,8.1,,,,239,0.59,65,,,,1.77,-1.8,,,,,,,,,,,,13.57,,,,,,,,,37.8075,-122.441667,63.8,5.2
38249.7043,4.87,,,,,251,,0.6,,,,21.33,16,929,,,,-2,,,,,,,,,,,,,,,,,,,37.8075,-122.441617,,
38249.70431,4.87,-162,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.807517,-122.4416,,
38249.70432,4.85,-164,5.4,-172.6,8.4,251,,0.5,240,0.55,65,,16,,1.8,-1.6,,,,,,,,,,,,13.59,,,,,,,,,,,63.8,5.2
38249.70434,4.86,-170,,,,,,,,,64,0.72,,,,,,-2,,,,,,,,,,,,,,,,,,,37.807517,-122.441533,,
38249.70435,4.89,,,,,,,,240,0.5,64,,,,1.8,-1.7,,,,,,,,,,,,13.59,,,,,,,,,37.807517,-122.441533,63.8,5.3
38249.70436,4.93,-174,5.7,-176.5,8.7,249,,0.6,,,,,16,1008,,,,-2,,,,,,,,,,,,,,,,,,,37.807533,-122.441483,,
38249.70437,4.97,-173,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.807533,-122.441433,,
38249.70438,4.99,-172,5.4,-175.6,8.8,250,,0.5,241,0.47,65,,16,,1.83,-1.6,,-2,,,,,,,,,,13.6,,,,,,,,,,,63.8,5.3
38249.70439,5.02,,,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,37.807533,-122.441417,,
38249.7044,5.06,-170,,,,,,,241,0.45,65,,,,,-1.6,,,,,,,,,,,,13.61,,,,,,,,,37.80755,-122.44135,63.8,5.3
38249.70442,,-168,5.3,-173.5,8.9,251,,0.5,,,,43.22,16,1019,1.83,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.70443,5.13,-167,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,37.80755,-122.441283,,
38249.70444,5.12,-160,5,-168.5,9,254,,0.5,241,0.44,65,,16,,1.83,-1.6,,-2,,,,,,,,,,13.61,,,,,,,,,,,63.8,5.4
38249.70445,5.15,-161,,,,,,,,,64,12.89,,960,,,,,,,,,,,,,,,,,,,,,,,37.807567,-122.441233,,
38249.70446,5.18,,4.7,,,,,,242,0.41,64,,,,1.8,-1.6,,,,,,,,,,,,13.62,,,,,,,,,37.807567,-122.441233,63.8,5.4
38249.70447,5.16,-162,,-170.5,8.9,253,,0.5,,,64,0.28,16,928,,,,-2,,,,,,,,,,,,,,,,,,,37.807567,-122.441167,,
38249.70449,5.15,,,,,,,,242,0.38,64,,,,1.77,-1.6,,,,,,,,,,,,13.62,,,,,,,,,37.807567,-122.441167,63.8,5.4
38249.7045,5.11,-161,4.4,-170.5,8.7,253,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.807583,-122.4411,,
38249.70451,5.11,-161,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,37.807583,-122.44105,,
38249.70452,5.11,-161,4.1,-171.5,8.6,253,,0.5,242,0.34,63,,16,,1.71,-1.6,,-2,,,,,,,,,,13.63,,,,,,,,,,,63.8,5.4
38249.70453,5.19,,,,,,,,,,,47.67,,,,,,,,,,,,,,,,,,,,,,,,,37.8076,-122.441033,,
38249.70454,5.19,-162,,,,,,,242,0.32,63,,,,1.68,-1.6,,,,,,,,,,,,13.63,,,,,,,,,37.8076,-122.440983,62.8,5.4
38249.70456,,-165,3.8,-171.5,8.4,253,,0.5,,,,25.44,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.70457,5.24,-168,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.807617,-122.440917,,
38249.70458,5.24,-170,4.1,-176.5,8.3,250,,0.4,243,0.31,64,3,16,,1.65,-1.6,,-3,,,,,,,,,,13.63,,,,,,,,,,,62.8,5.4
38249.70459,5.22,-175,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.807617,-122.44085,,
38249.7046,5.2,,3.9,,8.3,,,,243,0.29,64,,,,1.68,-1.6,,,,,,,,,,,,13.63,,,,,,,,,37.807617,-122.44085,62.8,5.4
38249.70461,5.18,178,,179.4,,247,,0.5,,,65,-6.33,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.807633,-122.440783,,
38249.70463,5.18,,,,,,,,246,0.27,65,,,,1.68,-1.6,,,,,,,,,,,,13.63,,,,,,,,,37.807633,-122.440783,63.8,5.4
38249.70464,5.18,176,4.1,179.5,8.3,247,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.80765,-122.440733,,
38249.70465,5.18,173,,,,,,,246,0.25,65,,,,,-1.6,,,,,,,,,,,,,,,,,,,,,37.80765,-122.440683,63.8,5.4
38249.70466,,170,3.7,177.5,8.2,245,,0.5,,,,,16,,1.62,,,-2,,,,,,,,,,13.63,,,,,,,,,,,,
38249.70467,5.2,167,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.80765,-122.440667,,
38249.70468,5.18,167,3.4,170.5,8.1,240,,,246,0.22,64,,,,1.62,-1.6,,,,,,,,,,,,13.63,,,,,,,,,37.807667,-122.440617,64.8,5.4
38249.70469,5.17,,,,,,,,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.807667,-122.44055,,
38249.70471,5.18,162,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,37.807667,-122.440533,,
38249.70472,5.2,167,4.8,,8.4,,,,247,0.2,63,,,,1.68,-1.5,,,,,,,,,,,,13.63,,,,,,,,,37.807667,-122.440533,64.8,5.4
38249.70473,5.24,165,,172.5,,239,,0.4,,,62,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.807683,-122.440483,,
38249.70474,5.27,,,,,,,,246,0.19,62,,,,,-1.4,,,,,,,,,,,,13.63,,,,,,,,,37.807683,-122.440483,63.8,5.5
38249.70475,,163,5.6,172.4,8.7,238,,0.4,,,,17.78,16,,1.62,,,-1,,,,,,,,,,,,,,,,,,,,,,
38249.70476,5.34,159,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,37.8077,-122.440367,,
38249.70478,5.39,153,5,,8.9,,,,240,0.18,61,,,,1.55,-1.4,,,,,,,,,,,,13.62,,,,,,,,,37.8077,-122.44035,62.8,5.5
38249.70479,,,,166.4,,232,,0.3,,,,10.61,16,,,,,-1,,,,,,,,,,,,,,,,,,,,,,
38249.7048,5.4,153,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,37.807717,-122.440283,,
38249.70481,5.4,156,5.8,168.3,9.1,230,,,234,0.17,59,,,,1.46,-1.3,,,,,,,,,,,,13.62,,,,,,,,,,,62.8,5.5
38249.70482,5.42,,,,,,,0.3,,,,-5.22,16,,,,,0,,,,,,,,,,,,,,,,,,,37.807733,-122.440217,,
38249.70483,5.42,160,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,37.80775,-122.440167,,
38249.70485,5.43,164,5,171.3,9.2,230,,0.3,227,0.17,56,,16,,1.52,-1.2,,-1,,,,,,,,,,13.63,,,,,,,,,,,60.8,5.6
38249.70486,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80775,-122.44015,,
38249.70487,5.4,167,,,,,,,219,0.15,54,,,,1.62,-1.2,,,,,,,,,,,,13.63,,,,,,,,,37.807767,-122.4401,58.8,5.6
38249.70488,,168,,174.3,9.1,229,,0.3,,,,,16,,,,,0,,,,,,,,,,,,,,,,,,,,,,
38249.70489,5.4,172,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,37.807783,-122.440033,,
38249.7049,5.38,,4.7,,,,,,206,0.15,51,,,,1.86,-1.1,,,,,,,,,,,,13.64,,,,,,,,,37.807783,-122.440033,55.8,5.7
38249.70491,,175,,-179.3,,231,,0.2,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
38249.70493,5.4,-170,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,37.8078,-122.439967,,
38249.70494,5.36,-168,4,-175.2,8.7,233,,0.2,195,0.14,49,,,,2.01,-0.9,,,,,,,,,,,,13.64,,,,,,,,,37.807817,-122.439917,53.8,5.6
38249.70495,5.39,,,,,,,,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.80785,-122.439867,,
38249.70496,5.4,-171,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,37.80785,-122.43985,,
38249.70497,5.4,-174,4.1,-179.2,8.7,230,,0.2,188,0.14,48,28.11,16,,2.26,-0.9,,-2,,,,,,,,,,13.64,,,,,,,,,,,52.8,5.7
38249.70498,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.807883,-122.439783,,
38249.705,5.4,-180,,,,,,,180,0.14,47,,,,,-0.8,,,,,,,,,,,,13.63,,,,,,,,,37.807883,-122.439783,49.8,5.7
38249.70501,5.42,-180,3.7,-179.2,8.5,230,,0.2,,,,,16,,2.44,,,-1,,,,,,,,,,,,,,,,,,,37.8079,-122.439733,,
38249.70502,5.43,-178,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,37.807917,-122.4397,,
38249.70503,5.43,-180,4,-179.2,8.4,228,,0.1,171,0.14,45,,16,,2.59,-0.7,,-1,,,,,,,,,,13.63,,,,,,,,,,,48.8,5.7
38249.70504,5.49,-176,,,,,,,,,44,45.22,,,,,,,,,,,,,,,,,,,,,,,,,37.80795,-122.439633,,
38249.70505,5.46,,4.6,,8.5,,,,168,0.15,43,,,,2.77,-0.6,,,,,,,,,,,,13.62,,,,,,,,,37.80795,-122.439617,46.8,5.7
38249.70507,5.41,-170,,-170.1,,231,,0.1,,,,21.78,16,923,,,,-2,,,,,,,,,,,,,,,,,,,37.807983,-122.439567,,
38249.70508,5.42,-156,4.8,,8.6,,,,158,0.13,43,,,,3.02,-0.7,,,,,,,,,,,,13.62,,,,,,,,,37.807983,-122.43955,44.8,5.7
38249.70509,,,,-167.1,,233,,0.2,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,,,,
38249.7051,5.45,-160,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.808017,-122.4395,43.8,
38249.70511,5.45,-159,4.5,-169.2,8.7,232,,0.2,158,0.13,43,,16,984,3.23,-0.8,,-2,,,,,,,,,,13.62,,,,,,,,,,,,
38249.70512,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80805,-122.43945,,
38249.70514,5.39,-178,,,,,,,147,0.13,42,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,37.80805,-122.43945,42.8,5.7
38249.70515,,-178,3.8,-174.2,8.4,229,,0.2,,,,22.44,16,932,3.41,,,-2,,,,,,,,,,13.63,,,,,,,,,,,,
38249.70516,5.47,-178,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.8081,-122.439367,,
38249.70517,5.52,-169,3.1,,8.3,,,,149,0.11,43,,,,3.66,-1,,,,,,,,,,,,13.62,,,,,,,,,37.8081,-122.43935,41.8,5.6
38249.70518,,,,,,228,,0.2,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,,,,
38249.70519,5.52,-169,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,37.808133,-122.439283,,
38249.7052,5.55,-168,3.5,-175.2,8.3,228,,0.3,153,0.11,43,,,,3.84,-1.1,,,,,,,,,,,,13.62,,,,,,,,,37.808133,-122.439283,41.8,5.6
38249.70522,5.53,-168,,,,,,,,,43,,,,,,,-3,,,,,,,,,,,,,,,,,,,37.808167,-122.439233,,
38249.70523,5.56,,,,,,,,148,0.09,43,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,37.808167,-122.439233,41.8,5.6
38249.70524,5.55,-155,4.2,-170.3,8.2,230,,0.3,,,,,16,,3.99,,,-3,,,,,,,,,,13.63,,,,,,,,,,,,
38249.70525,5.56,-148,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.808217,-122.43915,,
38249.70526,5.6,,3.8,,7.8,,,,156,0.07,44,,,,4.05,-1.6,,,,,,,,,,,,13.63,,,,,,,,,37.808217,-122.439117,41.8,5.5
38249.70527,5.59,-131,,-161.3,,237,,0.4,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.808233,-122.439083,,
38249.70529,5.61,-119,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,37.80825,-122.439067,,
38249.7053,5.62,-119,3.3,-159.4,7.5,239,,0.4,164,0.07,43,,16,,4.18,-1.8,,-2,,,,,,,,,,13.63,,,,,,,,,,,42.8,5.5
38249.70531,5.66,-124,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,37.808267,-122.439017,,
38249.70532,5.66,-123,3.4,-160.4,7.5,,,,171,0.07,43,,,,4.21,-2.1,,,,,,,,,,,,13.63,,,,,,,,,,,42.8,5.6
38249.70533,5.65,,,,,241,,0.5,,,,,16,,,,,-1,,,,,,,,,,,,,,,,,,,37.8083,-122.43895,,
38249.70534,5.63,-127,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.808317,-122.438917,,
38249.70536,5.64,-127,3.8,-165.5,7.6,240,,0.6,171,0.07,43,,16,,4.24,-2.3,,,,,,,,,,,,13.63,,,,,,,,,,,43.8,5.5
38249.70537,5.64,,,,,,,,,,,,,934,,,,-2,,,,,,,,,,,,,,,,,,,37.808333,-122.4389,,
38249.70538,5.59,-134,,,,,,,171,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.80835,-122.43885,43.8,5.5
38249.70539,5.59,-132,3.7,-163.6,7.5,241,,0.6,,0.07,45,,16,1010,4.21,-2.3,,-4,,,,,,,,,,13.63,,,,,,,,,,,,
38249.7054,5.61,-137,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.808383,-122.438783,,
38249.70541,5.61,-139,3.5,-164.6,7.7,241,,0.6,189,0.06,46,,16,,4.21,-2.4,,,,,,,,,,,,13.63,,,,,,,,,,,43.8,5.5
38249.70542,5.62,-139,,,,,,,,,47,37.17,,1095,,,,-2,,,,,,,,,,,,,,,,,,,37.8084,-122.438733,,
38249.70544,5.63,,,,,,,,189,0.06,47,,,,4.21,-2.4,,,,,,,,,,,,13.63,,,,,,,,,37.8084,-122.438733,44.8,5.5
38249.70545,5.66,-143,3.3,-166.6,7.6,241,,0.6,,,,24.72,16,1064,,,,-1,,,,,,,,,,,,,,,,,,,37.808433,-122.438667,,
38249.70546,5.67,-146,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,37.808433,-122.438633,,
38249.70547,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80845,-122.438617,47.8,5.6
38249.70548,5.7,-136,3,-167.6,7.6,241,,0.6,198,0.06,47,,16,954,4.21,-2.5,,-1,,,,,,,,,,13.63,,,,,,,,,37.808467,-122.438567,,
38249.70549,5.7,-102,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,37.808467,-122.43855,,
38249.70551,5.67,,,,,,,,198,0.06,46,,,,4.21,-2.3,,,,,,,,,,,,13.63,,,,,,,,,37.808467,-122.43855,48.8,5.5
38249.70552,5.62,-109,2.8,-158.6,6.8,245,,0.6,,,46,,16,924,,,,-2,,,,,,,,,,,,,,,,,,,37.808483,-122.4385,,
38249.70553,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8085,-122.43845,48.8,
38249.70554,5.54,-109,4.1,-156.6,7,246,,0.6,180,0.07,45,,16,,4.27,-2.3,,-2,,,,,,,,,,13.65,,,,,,,,,,,,5.5
38249.70555,5.52,-118,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,37.808517,-122.438433,,
38249.70556,5.53,-121,5.3,-155.6,7.5,,,,180,0.07,46,,,,4.3,-2.1,,,,,,,,,,,,13.65,,,,,,,,,37.808533,-122.4384,48.8,5.5
38249.70558,5.49,,,,,,,0.5,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.80855,-122.438333,,
38249.70559,5.5,-123,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,37.80855,-122.438317,,
38249.7056,5.51,-119,4.9,-153.5,7.7,250,,0.5,164,0.07,46,,16,,4.3,-2.1,,,,,,,,,,,,13.65,,,,,,,,,,,49.8,5.6
38249.70561,5.53,-119,,,,,,,,,45,,,,,,,-2,,,,,,,,,,,,,,,,,,,37.808583,-122.43825,,
38249.70562,5.54,,,,,,,,159,0.08,45,,,,,-2,,,,,,,,,,,,,,,,,,,,,37.808583,-122.43825,49.8,5.6
38249.70563,5.55,-123,5.5,-152.5,8.1,251,,0.5,,,,49.89,16,,4.39,,,-2,,,,,,,,,,13.65,,,,,,,,,37.8086,-122.4382,,
38249.70565,5.53,-123,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,37.808617,-122.43815,,
38249.70566,5.53,-124,5.9,-151.5,8.5,252,,,150,0.1,45,,,,4.45,-2,,,,,,,,,,,,13.65,,,,,,,,,37.808633,-122.438133,49.8,5.8
38249.70567,5.63,-127,,,,,,,,,45,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.80865,-122.438083,,
38249.70568,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80865,-122.438067,49.8,
38249.70569,5.67,-127,6.6,-152.5,8.7,252,,0.4,151,0.12,44,,16,,4.54,-1.8,,-2,,,,,,,,,,13.64,,,,,,,,,,,,5.8
38249.7057,5.74,-127,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,37.808667,-122.438,,
38249.70571,5.74,-125,6.1,-150.4,9.3,,,,149,0.13,44,,,,4.63,-1.9,,,,,,,,,,,,13.64,,,,,,,,,,,48.8,6
38249.70573,5.77,,,,,253,,0.4,,,,,16,,,,,-2,,,,,,,,,,,,,,,,,,,37.8087,-122.437933,,
38249.70574,5.79,-123,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,37.808717,-122.437883,,
38249.70575,5.85,-120,6.4,-148.4,9.4,254,,,145,0.15,44,,,,4.82,-1.8,,,,,,,,,,,,13.64,,,,,,,,,,,48.8,6.1
38249.70576,5.87,,,,,,,0.4,,,,,16,,,,,-3,,,,,,,,,,,,,,,,,,,37.808733,-122.437867,,
