Utc,Bsp,Awa,Aws,Twa,Tws,Twd,Rudder2,Leeway,Set,Drift,Hdg,AirTmp,SeaTmp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FrstyLen,MastButt,StbJmpr,PrtJmpr,Rake,Volts,ROT,GpsQual,PDOP,GpsNum,GpsAge,GpsGeoHt,GpsAntHt,GpsPosFx,Lat,Lon,Cog,Sog
38053.04495,,167,3.11,172,6.04,,,,,,,,,,14.61,,,,,,,,,,,,,,,,,,,,,,,,157.7,2.41
38053.04497,2.54,166,3.11,,5.69,308.4,,,182.1,0.23,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1,2.38
38053.04499,,,,,,,,,,,135,,,,14.6,,,,,,,,,,,,,,,,,16,,,,,-36.739905,174.936386,,
38053.045,2.49,166,3.49,172,5.44,,,,187.9,0.23,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.6,2.34
38053.04502,2.44,,,,5.88,306.3,,,196.3,0.22,134,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04503,,,,173,5.52,,,,,,,,,,14.62,,,,,,,,,,,,,,,,,,,,,,-36.739951,174.936401,,
38053.04505,2.4,167,2.52,,4.89,307,,,185.9,0.2,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.7,2.35
38053.04506,,,,,,,,,,,132,,,,14.67,,,,,,,,,,,,,,,,,1,,,,,-36.739972,174.936419,,
38053.04508,,168,2.52,174,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1,2.37
38053.0451,2.32,,,,4.85,306.1,,,179.5,0.15,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1,2.32
38053.04511,,,,,,,,,,,129,,,,14.9,,,,,,,,,,,,,,,,,1,,,,,-36.740005,174.936453,,
38053.04513,2.29,169,2.52,175,4.85,,,,163.5,0.21,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5,2.38
38053.04514,,,,,5.42,300.4,,,166,0.16,127,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.740041,174.936455,,
38053.04516,,,,,,,,,,,,,,,14.87,,,,,,,,,,,,,,,,,1,,,,,-36.740053,174.936468,,
38053.04518,2.29,169,3.11,174,5.36,,,,151.1,0.1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2.26
38053.04519,2.28,,,,5.3,297.6,,,93.9,0.09,123,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.740076,174.936506,,
38053.04521,,,,174,5.42,,,,,,,,,,15.23,,,,,,,,,,,,,,,,,,,,,,-36.740085,174.936518,,
38053.04523,2.28,168,3.11,173,5.42,,,,48.4,0.19,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8,2.24
38053.04524,2.34,,,,5.83,298.5,,,51.6,0.25,125,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.740107,174.93654,,
38053.04526,,169,3.49,174,6.23,,,,,,,,,,15.15,,,,,,,,,,,,,,,,,,,,,,,,142.4,2.26
38053.04527,2.42,169,3.11,,6.08,299.5,,,51,0.19,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6,2.25
38053.04529,,,,,,,,,,,128,,,,15.3,,,,,,,,,,,,,,,,,16,,,,,-36.740137,174.936553,,
38053.0453,2.47,169,2.91,174,5.44,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8,2.26
38053.04532,,,,,6.14,306,,,44.7,0.21,132,,,,15.3,,,,,,,,,,,,,,,,,1,,,,,-36.740174,174.93659,,
38053.04533,,168,3.69,173,6.35,,,,,,,,,,15.26,,,,,,,,,,,,,,,,,,,,,,,,143.8,2.23
38053.04535,2.52,,,,6.23,307.4,,,97.4,0.18,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.4,2.36
38053.04536,,,,,,,,,,,,,,,15.15,,,,,,,,,,,,,,,,,1,,,,,-36.740203,174.936603,,
38053.04538,2.62,166,3.49,172,5.98,,,,146.1,0.12,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6,2.35
38053.04539,2.65,,,,6.23,309.7,,,163.1,0.18,138,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.740225,174.936622,,
38053.04541,,166,3.11,173,5.87,,,,,,,,,,15.29,,,,,,,,,,,,,,,,,,,,,,,,154.1,2.36
38053.04542,2.68,,,,6.22,310.3,,,189.3,0.15,139,,,,,,,,,,,,,,,,,,,,,1,,,,,,,155.7,2.34
38053.04544,,,,,,,,,,,,,,,15.39,,,,,,,,,,,,,,,,,16,,,,,-36.740269,174.936635,,
38053.04545,2.7,162,3.11,170,5.71,310.9,,,183,0.23,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1,2.41
38053.04547,2.7,,,,6.12,301.5,,,175.9,0.36,141,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04549,,,,,,,,,,,,,,,15.37,,,,,,,,,,,,,,,,,16,,,,,-36.740319,174.936635,,
38053.0455,2.74,119,3.69,144,5.42,,,,191.4,0.36,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5,2.49
38053.04552,2.73,,,,5.83,292.1,,,203.4,0.42,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.2,2.47
38053.04554,,,,,,,,,,,145,,,,15.45,,,,,,,,,,,,,,,,,16,,,,,-36.740355,174.936635,,
38053.04556,2.76,123,3.69,147,5.73,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6,2.47
38053.04557,2.76,,,,5.57,293.5,,,206.8,0.52,145,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.740377,174.936636,,
38053.04559,,,,155,5.87,,,,,,,,,,15.51,,,,,,,,,,,,,,,,,16,,,,,-36.740386,174.936634,,
38053.0456,2.79,136,3.49,156,6.04,303.1,,,206.5,0.55,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2,2.53
38053.04562,,,,,,,,,,,146,,,,15.55,,,,,,,,,,,,,,,,,1,,,,,-36.740423,174.936635,,
38053.04563,,136,3.69,156,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2,2.57
38053.04565,2.96,120,4.08,,6.95,301.7,,,201.1,0.53,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9,2.65
38053.04567,,,,,,,,,,,146,,,,15.49,,,,,,,,,,,,,,,,,1,,,,,-36.740474,174.936652,,
38053.04568,,117,3.69,149,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9,2.78
38053.0457,3.37,,,,6.57,292.1,,,184.1,0.69,147,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04572,,,,,,,,,,,147,,,,15.53,,,,,,,,,,,,,,,,,1,,,,,-36.740538,174.936668,,
38053.04573,3.58,110,3.49,147,6.06,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,3.14
38053.04575,3.75,,,,6.25,295.1,,,185.2,0.86,146,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04576,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,1,,,,,-36.740621,174.936684,,
38053.04578,3.85,111,3.11,151,5.98,296.5,,,183,0.95,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.4,3.56
38053.04579,,,,,,,,,,,145,,,,15.71,,,,,,,,,,,,,,,,,16,,,,,-36.74066,174.936702,,
38053.04581,3.94,111,3.11,152,6.08,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7,3.64
38053.04582,4.05,,,,6.39,294.1,,,172.4,0.85,145,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.740699,174.936704,,
38053.04584,,111,3.49,151,6.58,,,,,,,,,,15.75,,,,,,,,,,,,,,,,,,,,,,-36.740718,174.936717,,
38053.04585,4.18,111,3.49,,6.47,294.6,,,168.2,0.8,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2,3.73
38053.04587,,,,,6.16,297,,,,,145,,,,15.71,,,,,,,,,,,,,,,,,1,,,,,-36.740761,174.93672,,
38053.04589,,111,3.11,151,6.58,,,,,,,,,,15.71,,,,,,,,,,,,,,,,,,,,,,,,168.4,3.75
38053.0459,4.31,,,,6.22,296.5,,,173.6,0.79,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2,3.85
38053.04592,,,,,,,,,,,,,,,15.81,,,,,,,,,,,,,,,,,1,,,,,-36.740839,174.936751,,
38053.04593,4.35,110,2.91,154,6.22,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,3.93
38053.04595,4.37,,,,5.96,300.5,,,166,0.72,144,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04596,,,,154,6.1,,,,,,,,,,16.01,,,,,,,,,,,,,,,,,,,,,,-36.740919,174.936767,,
38053.04598,4.45,108,3.11,153,6.41,297.9,,,162.1,0.68,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6,4.01
38053.046,,,,,6.84,294.1,,,,,145,,,,16.09,,,,,,,,,,,,,,,,,16,,,,,-36.740962,174.936787,,
38053.04601,,108,3.49,150,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2,4.13
38053.04603,4.59,,,,6.16,295.8,,,177.2,0.83,142,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04604,,,,153,6.16,,,,,,,,,,15.98,,,,,,,,,,,,,,,,,,,,,,-36.741037,174.936818,,
38053.04606,4.59,108,2.52,156,5.88,297.7,,,167.6,0.68,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,4.18
38053.04607,,,,,5.96,298.2,,,,,142,,,,16.04,,,,,,,,,,,,,,,,,1,,,,,-36.741096,174.936837,,
38053.04609,,108,2.33,158,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,4.16
38053.0461,4.6,,,,6.29,295,,,157.1,0.48,143,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04612,,,,153,6.33,,,,,,,,,,16.22,,,,,,,,,,,,,,,,,,,,,,-36.741168,174.93685,,
38053.04613,4.64,108,3.49,,6.76,294.4,,,168.5,0.51,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.4,4.14
38053.04615,,,,,,,,,,,143,,,,16.17,,,,,,,,,,,,,,,,,16,,,,,-36.741209,174.93687,,
38053.04616,,106,3.11,152,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.9,4.25
38053.04618,4.57,,,,6.06,295.8,,,176,0.48,143,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04619,,,,153,6.12,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,-36.741303,174.936901,,
38053.04621,4.53,106,2.91,153,6.16,,,,167.5,0.38,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,4.15
38053.04623,,,,,6.35,298.8,,,181,0.37,147,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.74135,174.936906,,
38053.04624,,106,3.11,152,6.39,,,,,,,,,,16.11,,,,,,,,,,,,,,,,,,,,,,-36.741368,174.936917,,
38053.04626,4.61,105,3.49,150,6.7,298.1,,,212.7,0.48,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,4.09
38053.04627,,,,,6.12,300.5,,,,,148,,,,16.18,,,,,,,,,,,,,,,,,1,,,,,-36.741412,174.936919,,
38053.04629,,106,2.91,152,6.35,,,,,,,,,,16.11,,,,,,,,,,,,,,,,,,,,,,,,172.5,4.19
38053.0463,4.61,,,,5.87,302.3,,,216.7,0.6,147,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04632,,,,155,5.75,,,,,,,,,,15.99,,,,,,,,,,,,,,,,,1,,,,,-36.741504,174.936934,,
38053.04633,4.57,106,2.52,155,5.73,302.1,,,216,0.53,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.1,4.19
38053.04635,,,,,,,,,,,147,,,,16.06,,,,,,,,,,,,,,,,,16,,,,,-36.741562,174.936952,,
38053.04637,,106,2.33,157,5.61,,,,,,,,,,15.93,,,,,,,,,,,,,,,,,,,,,,,,170.2,4.14
38053.04638,4.53,,,,5.69,300.5,,,227.8,0.46,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,4.11
38053.0464,,,,,,,,,,,145,,,,15.99,,,,,,,,,,,,,,,,,16,,,,,-36.741626,174.936968,,
38053.04641,4.44,106,2.33,156,5.5,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.4,4.09
38053.04643,4.35,,,,5.01,302.1,,,231,0.44,144,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04644,,,,159,5.09,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,-36.741703,174.936984,,
38053.04646,4.25,104,1.94,158,4.97,300.9,,,249.9,0.33,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,3.93
38053.04648,,,,,4.85,301.7,,,,,142,,,,15.78,,,,,,,,,,,,,,,,,1,,,,,-36.741762,174.937003,,
38053.04649,,104,1.36,160,4.93,,,,,,,,,,15.91,,,,,,,,,,,,,,,,,,,,,,,,166.4,3.8
38053.04651,4.05,102,1.74,,4.37,305,,,302.8,0.27,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,3.72
38053.04652,,,,,,,,,,,143,,,,15.78,,,,,,,,,,,,,,,,,1,,,,,-36.74181,174.93702,,
38053.04654,,108,1.74,160,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5,3.64
38053.04655,3.92,,,,4.87,304.2,,,291.6,0.43,144,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04657,,,,156,4.23,,,,,,,,,,15.74,,,,,,,,,,,,,,,,,1,,,,,-36.74187,174.937034,,
38053.04659,3.84,99,1.74,157,4.35,303.5,,,284.1,0.51,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2,3.53
38053.0466,,,,,4.1,305.3,,,282.2,0.56,144,,,,15.64,,,,,,,,,,,,,,,,,16,,,,,-36.741929,174.937053,,
38053.04662,,114,1.36,164,4.37,,,,,,,,,,15.62,,,,,,,,,,,,,,,,,,,,,,-36.74195,174.93705,,
38053.04663,3.72,,,,4.45,307.3,,,285.4,0.58,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7,3.39
38053.04665,,,,,,,,,,,141,,,,15.67,,,,,,,,,,,,,,,,,16,,,,,-36.74199,174.937068,,
38053.04666,3.6,132,1.36,167,4.39,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2,3.3
38053.04668,3.5,,,,4.82,304.7,,,300.6,0.65,140,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.0467,,,,,,,,,,,140,,,,15.61,,,,,,,,,,,,,,,,,16,,,,,-36.74204,174.937085,,
38053.04672,,131,1.94,162,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.6,3.09
38053.04673,3.28,,,,4.25,307.3,,,309.6,0.76,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5,2.93
38053.04675,,,,,,,,,,,141,,,,15.57,,,,,,,,,,,,,,,,,16,,,,,-36.742105,174.937102,,
38053.04677,3.16,130,2.52,159,5.28,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8,2.9
38053.04678,3.02,,,,4.04,301.5,,,309.6,0.73,143,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.742146,174.937121,,
38053.0468,,,,,,,,,,,,,,,15.52,,,,,,,,,,,,,,,,,16,,,,,-36.742154,174.937118,,
38053.04681,2.92,153,1.74,169,4.12,309,,,309.3,0.8,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.6,2.69
38053.04683,,,,,4.43,311.6,,,304.4,0.95,142,,,,15.49,,,,,,,,,,,,,,,,,1,,,,,-36.742192,174.937119,,
38053.04685,,155,1.94,170,4.47,,,,,,,,,,15.44,,,,,,,,,,,,,,,,,,,,,,-36.7422,174.937133,,
38053.04686,2.72,156,1.74,,4.54,311.7,,,303.4,0.97,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4,2.44
38053.04688,,,,,5.67,309.9,,,,,141,,,,15.42,,,,,,,,,,,,,,,,,1,,,,,-36.742224,174.937135,,
38053.04689,,158,1.94,168,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,2.33
38053.04691,2.55,,,,4.66,311.6,,,311.2,0.95,143,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04692,,,,174,4.52,,,,,,,,,,15.68,,,,,,,,,,,,,,,,,,,,,,-36.742268,174.93715,,
38053.04694,2.49,-165,2.33,-172,4.5,326.1,,,312.7,0.98,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4,2.18
38053.04695,,,,,4.7,315.2,,,306.9,0.98,143,,,,15.41,,,,,,,,,,,,,,,,,16,,,,,-36.742291,174.937152,,
38053.04697,,165,2.33,172,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.9,2.16
38053.04698,2.4,,,,4.23,314.9,,,305.4,0.93,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8,2.18
38053.047,,,,,,,,,,,,,,,15.42,,,,,,,,,,,,,,,,,16,,,,,-36.742319,174.937167,,
38053.04702,2.38,162,1.74,173,4.08,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3,2.18
38053.04703,,,,,3.46,315.4,,,303,0.81,143,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.742359,174.937169,,
38053.04705,,,,,,,,,,,,,,,15.41,,,,,,,,,,,,,,,,,16,,,,,-36.742386,174.937184,,
38053.04706,2.34,158,2.52,169,4.84,313.7,,,302.3,0.7,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,2.18
38053.04708,,,,,4.58,312.6,,,302.5,0.72,144,,,,15.35,,,,,,,,,,,,,,,,,1,,,,,-36.742407,174.937185,,
38053.0471,,,,169,4.54,,,,,,,,,,15.42,,,,,,,,,,,,,,,,,,,,,,-36.742418,174.937184,,
38053.04711,2.34,157,2.52,169,4.87,314,,,300.3,0.67,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5,2.14
38053.04713,,,,,4.97,313.9,,,,,146,,,,15.37,,,,,,,,,,,,,,,,,1,,,,,-36.74244,174.937185,,
38053.04714,,155,2.33,169,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7,2.18
38053.04716,2.48,,,,5.22,315.3,,,289.8,0.56,147,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
38053.04717,,,,169,4.72,,,,,,,,,,15.23,,,,,,,,,,,,,,,,,1,,,,,-36.742486,174.9372,,
38053.04719,2.56,156,1.94,170,4.6,315.1,,,280.2,0.52,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,2.33
38053.04721,,,,,5.85,314.7,,,273.1,0.49,148,,,,15.28,,,,,,,,,,,,,,,,,16,,,,,-36.742525,174.937201,,
38053.04722,,140,1.94,163,4.19,,,,,,,,,,15.25,,,,,,,,,,,,,,,,,,,,,,-36.742534,174.9372,,
38053.04724,2.64,143,1.74,,5.44,323.1,,,266.7,0.4,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,2.45
38053.04725,,,,,,,,,,,150,,,,15.46,,,,,,,,,,,,,,,,,16,,,,,-36.742572,174.937201,,
38053.04727,,148,1.16,170,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.6,2.53
38053.04729,2.67,,,,4.95,318,,,249.3,0.47,150,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.0473,,,,,,,,,,,150,,,,15.32,,,,,,,,,,,,,,,,,16,,,,,-36.742604,174.937217,,
38053.04732,2.67,-179,2.91,-180,6.18,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.4,2.52
38053.04734,2.6,,,,1.78,306.4,,,250.8,0.52,150,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.04735,,,,-177,5.2,,,,,,,,,,15.26,,,,,,,,,,,,,,,,,,,,,,-36.742668,174.937217,,
38053.04736,2.49,146,1.94,176,4.56,315.2,,,258.7,0.52,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8,2.41
38053.04738,,,,,,,,,,,148,,,,15.2,,,,,,,,,,,,,,,,,1,,,,,-36.742688,174.937217,,
38053.04739,2.42,169,1.74,176,4.17,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5,2.33
38053.04741,,,,,4.52,325.7,,,267.3,0.53,147,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.742709,174.937217,,
38053.04742,,,,-180,3.65,,,,,,,,,,15.25,,,,,,,,,,,,,,,,,,,,,,-36.742735,174.937217,,
38053.04744,2.49,174,1.36,,4.04,323.5,,,270.9,0.5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,2.28
38053.04746,,,,,,,,,,,145,,,,15.24,,,,,,,,,,,,,,,,,16,,,,,-36.742755,174.937217,,
38053.04747,,173,1.74,177,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.3,2.31
38053.04749,2.56,,,,5.24,317.6,,,267,0.36,143,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
38053.0475,,,,,,,,,,,143,,,,15.24,,,,,,,,,,,,,,,,,16,,,,,-36.742804,174.937234,,
38053.04752,2.58,169,2.52,175,5.42,,,,268.9,0.29,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8,2.31
38053.04754,2.56,,,,4.45,312.6,,,274.5,0.21,142,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.742826,174.937235,,
38053.04755,,,,168,4.97,,,,,,,,,,15.37,,,,,,,,,,,,,,,,,,,,,,-36.742834,174.93725,,
38053.04757,2.54,161,1.94,170,5.01,315,,,291.5,0.21,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,2.26
38053.04758,,,,,4.39,314.8,,,290.5,0.17,145,,,,15.3,,,,,,,,,,,,,,,,,1,,,,,-36.742858,174.937252,,
38053.0476,,157,1.94,171,4.5,,,,,,,,,,15.34,,,,,,,,,,,,,,,,,,,,,,,,167.8,2.3
38053.04761,2.61,,,,4.5,314.2,,,275.2,0.19,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5,2.36
38053.04763,,,,168,4.43,,,,,,,,,,15.23,,,,,,,,,,,,,,,,,1,,,,,-36.742919,174.937267,,
38053.04764,2.65,156,1.94,170,4.54,316,,,253.6,0.26,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7,2.4
38053.04766,,,,,,,,,,,147,,,,15.4,,,,,,,,,,,,,,,,,16,,,,,-36.742939,174.937268,,
38053.04767,2.63,157,1.94,171,4.56,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4,2.4
38053.04769,2.61,,,,5.13,316.1,,,246,0.37,147,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.742977,174.937268,,
38053.0477,,,,,,,,,,,148,,,,15.34,,,,,,,,,,,,,,,,,16,,,,,-36.742987,174.937267,,
38053.04772,2.56,156,2.52,168,4.97,,,,240,0.36,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,2.43
38053.04774,,,,,4.72,317.1,,,,,148,,,,15.28,,,,,,,,,,,,,,,,,1,,,,,-36.743009,174.937268,,
38053.04775,,157,2.33,169,4.6,,,,,,,,,,15.32,,,,,,,,,,,,,,,,,,,,,,-36.743033,174.937283,,
38053.04777,2.53,,,,4.72,316.7,,,243.6,0.38,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.9,2.4
38053.04778,,,,,,,,,,,,,,,15.31,,,,,,,,,,,,,,,,,1,,,,,-36.74307,174.937284,,
38053.0478,2.53,157,2.52,168,4.78,,,,251.3,0.37,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7,2.33
38053.04781,,,,,5.57,318.9,,,252.9,0.37,147,,,,15.24,,,,,,,,,,,,,,,,,16,,,,,-36.743091,174.937284,,
38053.04783,,166,2.33,174,4.93,,,,,,,,,,15.28,,,,,,,,,,,,,,,,,,,,,,,,175.4,2.31
38053.04784,2.46,-172,2.52,,5.03,322.6,,,257.2,0.38,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.8,2.28
38053.04786,,,,,4.72,311.3,,,,,146,,,,15.48,,,,,,,,,,,,,,,,,16,,,,,-36.743124,174.937284,,
38053.04787,,161,2.33,171,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.8,2.28
38053.04789,2.46,,,,4.99,316.4,,,262.2,0.36,145,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.74316,174.937285,,
38053.0479,,,,175,3.88,,,,,,,,,,15.43,,,,,,,,,,,,,,,,,,,,,,-36.743168,174.9373,,
38053.04792,2.4,156,0.77,175,3.26,323.9,,,273,0.35,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,2.14
38053.04794,,,,,4.39,333,,,,,144,,,,15.67,,,,,,,,,,,,,,,,,1,,,,,-36.74319,174.937301,,
38053.04795,,-163,1.16,-174,3.4,,,,,,,,,,15.46,,,,,,,,,,,,,,,,,,,,,,,,172,2.09
38053.04797,2.37,-176,1.74,,3.67,321.4,,,285.8,0.36,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.3,2.04
38053.04798,,,,,,,,,,,142,,,,15.5,,,,,,,,,,,,,,,,,1,,,,,-36.743221,174.937318,,
38053.048,,-177,1.36,-179,3.77,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,168.9,1.88
38053.04802,2.2,,,,3.82,322.6,,,305.2,0.38,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.4,1.88
38053.04803,,,,,,,,,,,144,,,,15.5,,,,,,,,,,,,,,,,,1,,,,,-36.743271,174.937318,,
38053.04805,,161,2.33,171,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4,1.91
38053.04807,2.14,155,2.33,,4.39,316.8,,,290.5,0.37,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8,1.92
38053.04808,,,,,,,,,,,145,,,,15.56,,,,,,,,,,,,,,,,,1,,,,,-36.743304,174.937317,,
38053.0481,2.14,-169,1.94,-175,4.08,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1,1.88
38053.04811,2.14,,,,4.02,328.1,,,282.5,0.43,144,,,,,,,,,,,,,,,,,,,,,16,,,,,-36.743325,174.937335,,
38053.04813,,-169,1.74,-175,4.12,,,,,,,,,,15.73,,,,,,,,,,,,,,,,,,,,,,-36.743333,174.937333,,
38053.04815,2.13,-176,1.74,-178,3.96,325.1,,,285.9,0.46,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7,1.82
38053.04816,,,,,,,,,,,145,,,,15.7,,,,,,,,,,,,,,,,,16,,,,,-36.743355,174.937334,,
38053.04818,2.09,179,1.74,-180,4.08,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7,1.92
38053.04819,2.1,,,,3.67,327.5,,,279,0.38,146,,,,,,,,,,,,,,,,,,,,,1,,,,,-36.743392,174.937335,,
38053.04821,,,,178,3.55,,,,,,,,,,15.72,,,,,,,,,,,,,,,,,,,,,,-36.743401,174.937333,,
38053.04822,2.1,179,2.33,179,4.5,326.7,,,269.5,0.37,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,1.97
38053.04824,,,,,4.7,329.4,,,,,146,,,,15.84,,,,,,,,,,,,,,,,,1,,,,,-36.743423,174.937334,,
38053.04825,,-173,1.94,-177,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.4,1.92
